Business name,Address,City,State,Zipcode,Country,Phone,Fax,Website
Karen M. Campbell,Division of Orthodontics &amp; Paediatric Schulich School of Medicine &amp; Dentistr 2199 Wesbrook Mall,Vancouver,British Columbia,V6T 1Z3,Canada, (604) 822-3001, (604) 822-3562,
Michael J. Casas The Hospital for Sick Children,"Department of Dentistry, S523",Toronto,Ontario,M5G 1X8,Canada, (416) 813-6018, (416) 813-8082,
Regina Revuelta Perez,University of Toronto Department of Paediatric Dentistry Faculty of Dentistry 124 Edward Street,Toronto,Ontario,M5G 1G6,Canada, (416) 979-4900, (416) 979-4936,
Sahza Hatibovic-Kofman,University of Western Ontario Div of Orthodontics and Ped Dentistry Faculty of Medicine &amp; Dentistry Department of Pediatric Dentistry,London,Ontario,N6A 5C1,Canada, (519) 661-4098, (519) 661-3713,
Helen Chiu,"5 Fairview Mall Drive, #358",Willowdale,Ontario,M2J 2Z1,Canada, (416) 492-2724, (416) 492-6774,
Roxanna E. MacMillan Beach Kids Dentistry,Beach Kids Dentistry 2271 Queen St. E,Toronto,Ontario,M4E1G5,Canada, (416) 699-5437,,
Peter Judd Hospital For Sick Children,Division of Pediatric Dentistry,Toronto,Ontario,M5G1X8,Canada, (416) 813-6008,,
Nicholas S. Katchen,114 Rockland Hall,Stony Brook,New York,11794-0001,United States, (631) 632-8889,,
Yasemin Kilical,1 River Pl Apt 2724,New York,New York,10036-4384,United States, (718) 549-3910,,
Magdalena Herrera-Quinn Pediatric Dentistry,"478 Dundas Street, W, #9",Oakville,Ontario,L6H 6Y3,Canada, (905) 257-4377, (905) 257-4378,http://www.drquinn.ca
Keri Ann Doyle,3205 Ridge Pt,Bettendorf,Iowa,52722-5312,United States, (319) 355-7884, (319) 355-2771,
Joel B. Peterson,3466 Holiday Ct,Bettendorf,Iowa,52722-3496,United States, (319) 332-1321, (319) 332-3905,http://www.quadcitypediatricdentistry.com
Christopher M. Cannon,1111 Canal Shore Drive,LeClaire,Iowa,52753,United States, (563) 289-2202, (319) 359-1824,http://www.rdsqc.com
Joseph A. Quattrocchi Jr. Children's Dentistry of Councel Bluffs,40 Northcrest Dr Ste 1,Council Bluffs,Iowa,51503-1698,United States, (712) 328-9605, (712) 328-9608,
Michael S. Mathews,409 Layne Dr,West Burlington,Iowa,52655-1060,United States, (319) 752-1444, (319) 752-8468,
Nancy I. Hammond,4090 Westown Pkwy Ste B1,West des Moines,Iowa,50266-6760,United States, (515) 267-0737, (515) 267-1480,
Sally G. Hua South Shore Pediatric Dentistry,5 Federal St,Weymouth,Massachusetts,02188-2108,United States, (781) 340-5437,,http://www.sskidsdentistry.com
Arnold I. Weiss The Center for Pediatric Dental Care,1560 Beacon St,Brookline,Massachusetts,02446-2206,United States, (617) 731-5437, (617) 734-4780,http://www.pediatricdentalcare.com
Jose D. Pereira Pediatric Dental Healthcare,16 Washington St,Plainville,Massachusetts,02762-2641,United States, (508) 695-2064, (508) 695-8492,
Martin A. Kaplan,1613 Central St,Stoughton,Massachusetts,02072-1686,United States, (781) 341-0320, (781) 297-7762,http://www.kidcaredental.com
Golnaz Movafaghi New England Dental Specialists,758 Ashley Blvd,New Bedford,Massachusetts,02745-5546,United States, (508) 998-3566,,http://www.mydentalspecialists.com
Golnaz Goodarzi,48 Auburn St,Auburn,Massachusetts,01501-2438,United States, (508) 832-6278,,
Shiow-Jiin Jaw Orange Grove Dental,633 E Alvin Dr,Salinas,California,93906-3000,United States, (831) 443-1177, (831) 443-4611,http://www.ccpdg.com
Laura Camacho-Castro,Tufts University 1 Lyons St,Dedham,Massachusetts,02026-5599,United States, (781) 329-1400, (617) 636-3473,http://dedhammedicalassociates
George W. McEachern III Cambridge Pediatric Dental Associates,1749 Massachusetts Ave,Cambridge,Massachusetts,02140-2217,United States, (617) 491-1161, (617) 661-1555,
Sara L. Filstrup,1749 Massachusetts Ave,Cambridge,Massachusetts,02140-2217,United States, (617) 491-1161, (617) 661-1555,
Donna Hackley,175 Littleton Rd,Westford,Massachusetts,01886-3196,United States, (978) 392-9800,,
Kamar M. Baloul,55 Main St,Framingham,Massachusetts,01702-2934,United States, (508) 875-9600, (508) 875-9604,http://www.awesomekidsteeth.com
Keith H. Tam Santa Maria Pediatric Dental Group,1505 Shepard Dr Ste 201,Santa Maria,California,93454-7016,United States, (805) 922-2888,,http://www.keithtamdds.com
Maureen Quinn-Sheehan,1146 Memorial Dr,Chicopee,Massachusetts,01020-3960,United States, (413) 593-8904, (413) 593-5366,
Jason M. Gould Salem Pediatric Dental &amp; Orthodontic Associates,116R Highland Ave,Salem,Massachusetts,01970-2723,United States, (978) 745-7363, (978) 745-8470,http://salempediatricdental.com
Matthew T. Pyfferoen Pyfferoen Pediatric Dentistry,301 5th St,Ames,Iowa,50010-6101,United States, (515) 232-0994, (515) 233-4275,http://www.ameskidsdentist.com
Deborah T. Grandgenett,2208 Philadelphia St,Ames,Iowa,50010-8700,United States, (515) 956-3423, (515) 956-3424,
Scott F. Petrie Dental Associates of Walpole,1428 Main St Ste 1,Walpole,Massachusetts,02081-1729,United States, (508) 668-8008, (508) 668-8808,http://www.dentalassociatesofwalpole.com
Chengeto M. Vera,41 Lancaster St # 100,Worcester,Massachusetts,01609-2717,United States, (508) 754-9825,,http://www.worcesterkidsdentist.com
Tristi N. Oliveira,Kids Smiles Inc 407 North St,Hyannis,Massachusetts,02601-5121,United States, (508) 771-0920,,
Franklin J. Edge,1311 Kimber Ln,Evansville,Indiana,47715-4024,United States, (812) 477-3393, (812) 479-4120,
Summer B. Tyson,620 Southwest Dr,Jonesboro,Arkansas,72401-5859,United States, (870) 336-9700,,
Bryan K. Angel,9100 Geyer Springs Rd,Little Rock,Arkansas,72209-6425,United States, (501) 565-0444, (501) 565-0454,http://wildsmileslidsdds.com
Jason S. Havard,PO Box 11020,Conway,Arkansas,72034-0018,United States, (501) 730-0375, (501) 730-0335,
Robert M. Mirabelli Camelback Pediatric Dentistry and Orth,4901 N 44th St Ste 101,Phoenix,Arizona,85018-2782,United States, (602) 595-3531, (602) 595-3431,http://www.camelbackpedoortho.com
Jason M. Wanuck,1232 W Indiantown Rd Ste 109,Jupiter,Florida,33458-3905,United States, (561) 747-5778, (561) 747-5721,
Jo Anne Jackson,2345 Teton Rd,Birmingham,Alabama,35216-3839,United States, (205) 979-8508,,
William W. Hollowell,2415 Veterans Memorial Pkwy,Tuscaloosa,Alabama,35404-4137,United States, (205) 556-6100,,
John J. Flowers Jr. Dothan Pediatric Dentistry,2431 W Main St Ste 201,Dothan,Alabama,36301-1250,United States, (334) 793-9635, (334) 793-0501,http://www.dothanpediatricdentistry.com
John H. Payne IV,2600 Bell Rd,Montgomery,Alabama,36117-4375,United States, (334) 277-6690, (334) 277-6721,
J. David Stanley,2600 Bell Rd,Montgomery,Alabama,36117-4375,United States, (334) 277-6690,,http://www.smilesfromus.com
Mitzi M. Wasden Cottonwood Children's Dentistry,10 N Alamos Dr,Cottonwood,Arizona,86326-4020,United States, (928) 634-6641, (928) 634-4141,http://www.cottonwoodkids.com
Jessica L Robertson Around The Mountain Pediatric Dentistry,1024 N San Francisco St Ste 101,Flagstaff,Arizona,86001-3266,United States, (928) 779-0385, (928) 779-6487,http://www.aroundthemountaindental.com
Roland M. Buyama,101 S Nevada St,Oceanside,California,92054-3036,United States, (760) 722-1042,,
Nicolas L. Bronzini,101 Taylor Blvd,Millbrae,California,94030-1915,United States, (650) 697-0981,,http://www.bronzinikidsdds.com
Rungnapa Warotayanont,1012 Kirkham St Apt 1,San Francisco,California,94122-3553,United States, (310) 592-7096, (415) 759-1596,
Hila Robbins,10231 Santa Monica Blvd Ste B,Los Angeles,California,90067-6428,United States, (310) 552-4864, (310) 552-4863,http://www.lakidsdentist.com
Richard C. Keilson,103 Scripps Dr Ste 15,Sacramento,California,95825-6316,United States, (916) 929-5534, (916) 929-7936,
Lynnette Jackson,1032 Loma Lisa Ln,Arcadia,California,91006-2218,United States, (310) 668-4676,,
E. Chioma Onwuka,349 E Main St Ste 104-92,Alhambra,California,91801-7909,United States, (310) 200-8321,,
Ladan Vakili,1036 Sir Francis Drake Blvd,Kentfield,California,94904-1427,United States, (415) 454-6414, (415) 454-2464,
M-Reza Nouri,Oakridge Mall 200 South Tower 650 W. 41st Avenue,Vancouver,British Columbia,V5Z 2M9,Canada, (604) 263-2422, (604) 263-3710,http://www.pdgdental.com
Darlene Postello,200-6581 Aulds Road,Nanaimo,British Columbia,V9T 6J6,Canada, (250) 390-1494, (250) 390-0740,
Phoebe WY. Tsang,201-2051 McCallum Road,Abbotsford,British Columbia,V2S 3N5,Canada, (604) 864-0876, (866) 316-8646,http://www.childrensoralcare.ca
Ronald N. Fadal,5 Doctor Cir,Longview,Texas,75605-5050,United States, (903) 758-6406, (903) 758-8116,
Justin R. Horne,5 Doctor Cir,Longview,Texas,75605-5050,United States, (903) 758-6406, (903) 758-8116,
Claudia I. Contreras,UTHSCSA 7703 Floyd Curl Dr MSC 7888,San Antonio,Texas,78229-3901,United States, (210) 567-3554, (210) 567-6603,
Asia Dela Cruz Wenatchee Pediatric Dentistry,246 N Mission St,Wenatchee,Washington,98801-2004,United States, (509) 664-5000,,http://www.wenatcheepediatricdentistry.com
Kenny K. Ho,24837 104th Ave SE Ste 200,Kent,Washington,98030-6800,United States, (253) 850-1234, (253) 850-8393,
Todd L. Hillyard Adventure Dental,900 NE 139th St Ste 600,Vancouver,Washington,98685-2513,United States, (360) 604-9000, (360) 573-1417,http://www.adventuredental.com
David S. Neil,2501 NE 134th St Ste 105,Vancouver,Washington,98686-3027,United States, (360) 604-9000,,
Gregory W. Olson,159 W Hospitality Ln Ste 222,San Bernardino,California,92408-3348,United States, (909) 651-3069, (909) 651-3093,
Warren Y. Aka Plateau Dentistry for Children,2912 228th Ave SE Ste A,Sammamish,Washington,98075-9305,United States, (425) 394-1234, (425) 394-1228,http://www.plateaudentistryforchildren.com
Sue Nimer Young Pediatric dentistry East,1907 Rainbow Dr,Gadsden,Alabama,35901-5505,United States, (256) 467-6000, (256) 435-2079,http://www.littleteeth.com
James L. Osborn,2425 Medical Center Pkwy,Selma,Alabama,36701-7756,United States, (334) 875-1330, (334) 875-6284,http://www.childrensdentistryofcentralalabama.com
Richard T. Canada,3912 W Caldwell Ave,Visalia,California,93277-9249,United States, (559) 733-4470, (559) 733-0817,
Stephen D. Willens,3923 W Burbank Blvd,Burbank,California,91505-2118,United States, (818) 846-1733, (818) 846-3230,
Deborah R. Turner,26192 Hidden Valley Dr,Farmington Hills,Michigan,48331-4129,United States, (248) 478-0187,,
Douglas S. Fry,2203 Delaney Ave,Wilmington,North Carolina,28403-6010,United States, (910) 762-7736, (910) 251-8845,
Theresa L. Clifton,77 Vilcom Center Dr Ste 310,Chapel Hill,North Carolina,27514-1789,United States, (919) 933-1007, (919) 933-7118,
Paula M. Leyman,191 Pomona Ave,Long Beach,California,90803-3430,United States, (562) 439-2137, (562) 434-7090,
Kathleen A. Siu,23838 Valencia Blvd Ste 300,Valencia,California,91355-5334,United States, (661) 259-2960, (661) 259-5983,http://drkathie@toothdox.com
David C. Adams,239 Laurel St Ste 201,San Diego,California,92101-1473,United States, (619) 291-5266, (619) 291-0124,http://www.sandiegosmilepro.com
Leslie K. Tanimura Antioch and Brentwood Pediatric Dentistry,2390 Country Hills Dr Ste 102,Antioch,California,94509-7437,United States, (925) 757-4220, (925) 757-4557,http://www.abkidsdent.com
Robert C.K. Peng Antioch Pediatric Dentistry,2390 Country Hills Dr Ste 102,Antioch,California,94509-7437,United States, (925) 757-4220, (925) 757-5457,"http://www.abkidsdent,com"
Alan Maskell,722 Broadway,Brooklyn,New York,11206-4403,United States, (718) 387-1365, (718) 486-5733,
Sean A. Maskell,722 Broadway,Brooklyn,New York,11206-4403,United States, (718) 387-1365,,
Glenn J. Marie,739 Woodrow Rd,Staten Island,New York,10312-2221,United States, (718) 317-8524,,
Warren J. Waldow Jr.,302 Cross Keys Office Park,Fairport,New York,14450-3511,United States, (585) 223-5010, (585) 223-1927,
Jack L. Mitchell,305 E 55th St Apt 201,New York,New York,10022-4148,United States, (212) 755-3355, (212) 935-6964,http://www.pediatricdentistnyc.com
Kristina A. Vingelis,145 Oakdale Rd,Johnson City,New York,13790-1766,United States, (607) 217-5853,,http://www.vingelisleedental.com
Alfred P. Smithwick III,22986 E Smoky Hill Rd,Aurora,Colorado,80016-1382,United States, (443) 756-7119,,http://www.saddlerockpediatricdentistry.com
Christopher A. Swisher,PO Box 992,Hood River,Oregon,97031-0033,United States, (909) 499-1062,,
Elizabeth Kitsos,520 Franklin Ave Ste 121,Garden City,New York,11530-5814,United States, (516) 280-9320,,http://www.kitsospediatricdentistry.com
Mark E. Trautman,3725 N Buffalo St,Orchard Park,New York,14127-1853,United States, (716) 667-3426,,
Christine D. Dowling,374 Route 116,Somers,New York,10589-2628,United States, (914) 358-1225, (914) 358-1227,http://www.somerspediatricdentistry.com
Gia S. Smith,3711 Lake Enclave Way,Atlanta,Georgia,30349-1891,United States, (404) 309-0349,,
Karen M. Kemp-Prosterman,7006 Beach Front Rd,Arverne,New York,11692-2029,United States, (203) 502-7657, (718) 901-8121,
Adam N. Shepherd,167 N 400 W Suite A-4,Orem,Utah,84057,United States, (801) 434-5437,,http://www.pediatricsmilesoforem.com
John P. Melinski,1825 Merrick Rd,Merrick,New York,11566-4559,United States, (516) 379-7719, (516) 623-4163,
Mark S. Hochberg,192 E 75th St,New York,New York,10021-3242,United States, (212) 570-2221, (212) 570-2562,http://www.smiles4kids.com
Sean C. Adler,192 E 75th St,New York,New York,10021-3242,United States, (212) 570-2221,,
My Tran,7025D Manchester Blvd,Alexandria,Virginia,22310-3227,United States, (703) 922-4000,,http://www.kpdkids.com
John A. Bozic,520 W Navajo St,West Lafayette,Indiana,47906-1999,United States, (765) 497-3177, (317) 271-6065,
Bradley S. Barlow Little Smiles Pediatric Dentistry,602 N Calgary Ct Ste 201,Post Falls,Idaho,83854-4000,United States, (208) 777-9331, (208) 777-9335,http://littlesmilesdental.com
Christopher Loveland,4401 E Flamingo Ave,Nampa,Idaho,83687-3113,United States, (208) 461-5459, (208) 461-6023,http://www.idahopediatricdentistry.com
Dan R. Streeby,450 W State St Ste 180,Eagle,Idaho,83616-6974,United States, (208) 939-0600, (208) 939-0774,
Leroy R. Misner Jr.,716 Yellowstone Ave,Pocatello,Idaho,83201-4407,United States, (208) 478-5437, (208) 232-5490,
AnnaMarie DeFeo,82 Forest St,Medford,Massachusetts,02155-3105,United States, (781) 396-1980, (617) 232-4191,http://www.themedfordcenter.com
C. Joseph Tyree,1630 45th Ave,Munster,Indiana,46321-3963,United States, (219) 924-4411,,
Athanasios Ethan Zavras,1244 Boylston St Ste 205,Chestnut Hill,Massachusetts,02467-2115,United States, (617) 818-0573,,
Carolyn Coppe,19 Muzzey St,Lexington,Massachusetts,02421-5256,United States, (781) 861-6120,,http://www.drcoppe.com
Ronen Krausz The Center for Pediatric Dental Care,1560 Beacon St,Brookline,Massachusetts,02446-2206,United States, (617) 731-5437,,http://www.pediatricdentalcare.com
John J. Caravolas,20 Hope Ave Ste 306C,Waltham,Massachusetts,02453-2717,United States, (781) 647-0804, (781) 647-6730,
Peter P. Savas,7001 W 127th St,Palos Heights,Illinois,60463-1573,United States, (708) 448-1100, (708) 448-6192,
Mary Claire S. Garcia,712 Lee St,Des Plaines,Illinois,60016-4584,United States, (847) 296-8118, (847) 296-8113,
Michael Peske,"Michael G. Peske, DDS 1923 Springbrook Square Dr Ste 101",Naperville,Illinois,60564-5946,United States, (630) 983-9800, (630) 983-9928,
Thomas D. Hall,1112 Trinity Lane,Bloomington,Illinois,61704,United States, (309) 663-7339, (309) 663-7131,
John R. Wells Hendricks Pediatric Dentistry,1411 S Green St Ste 200,Brownsburg,Indiana,46112-2048,United States, (317) 852-8113, (317) 852-8115,http://www.hendrickspd.com
Lauren S. Weddell,14555 Hazel Dell Pkwy Ste 100,Carmel,Indiana,46033-7234,United States, (317) 816-1555, (317) 816-1550,http://www.weddellpediatricdental.com
Lisa Gabrish,1495 Pope Ct,Chesterton,Indiana,46304-5301,United States, (219) 926-1068, (219) 929-1944,http://www.gabrishdental.com
Lesley J. Rudolph,3224 Henderson Blvd,Tampa,Florida,33609-3024,United States, (813) 874-0111, (813) 879-1574,http://www.tampapedo.com
Reza Ardalan Ardalan Pediatric Dentistry,374 SW Prima Vista Blvd,Port St Lucie,Florida,34983-1984,United States, (772) 344-4664, (772) 621-4498,http://www.ardalandental.com
Marinela M. Nemetz,"Marinela M. Nemetz, D.D.S. 12421 San Jose Blvd Ste 320",Jacksonville,Florida,32223-8659,United States, (904) 292-2210, (904) 292-2205,http://www.nemetzdental.com
James A. Carey Jr.,1272 Timberlane Rd,Tallahassee,Florida,32312-1710,United States, (850) 893-5177, (850) 893-5788,
Francisco Jimenez,12798 W Forest Hill Blvd Ste 305,Wellington,Florida,33414-4704,United States, (561) 793-7515, (561) 793-5049,
Leah B. Fine,420 E 79th St Apt 14E,New York,New York,10075-1477,United States, (516) 314-7411,,
Ronald S. Acquaro Children's Dentistry of Manatee,5714 21st Ave W,Bradenton,Florida,34209-5606,United States, (941) 792-6272, (941) 792-1795,http://www.childrens-dentist.com/flbradenton.html
Bren D. Dixon,1150 Crater Lake Ave Ste C,Medford,Oregon,97504-6213,United States, (541) 773-3327,,http://www.bearcreekpediatricdentistry.com
Oana S. Romasan Smiley Kidz Dental,1749 NE 26th St Ste B,Wilton Manors,Florida,33305-1428,United States, (954) 564-5540, (954) 564-5520,http://www.smileykidz.com
Julie M. Russo,3165 Citrus Tower Blvd,Clermont,Florida,34711-6883,United States, (352) 241-6333, (352) 241-0706,http://www.clermontpediatricdentistry.com
Margot Jobson,1245 NW 119th St,North Miami,Florida,33167-3231,United States, (305) 685-7863, (305) 687-7603,
Howard S. Schneider,1871 University Blvd S,Jacksonville,Florida,32216-8930,United States, (904) 721-2565, (904) 727-7192,
E. Lynn McLarty,1919 Miccosukee Rd,Tallahassee,Florida,32308-5321,United States, (850) 878-7200, (850) 878-0349,
Aimee Cassinelli,810 Canton Rd NE Ste D,Marietta,Georgia,30060-7257,United States, (216) 321-7331,,
Michael S. Anglin,3825 Lorna Rd Ste 206,Hoover,Alabama,35244-3003,United States, (205) 988-9800, (205) 403-9229,http://www.birminghamkidsdentist.com
Dana M. Busciglio,623 E Alexander St,Plant City,Florida,33563-7126,United States, (813) 759-9474,,
Peter B. Claussen,2636 Jenks Ave,Panama City,Florida,32405-4387,United States, (850) 769-3597, (850) 215-0698,
David A. Bowles,2700 S Tamiami Trl # 6-7,Sarasota,Florida,34239-4530,United States, (941) 365-0800, (941) 364-8160,
Richard W. Blake,943 Cesery Blvd. Jacksonville Fl 32211 2701 Park Dr Ste 1,Clearwater,Florida,33763-1021,United States, (727) 796-2187, (727) 791-7660,
Andrea L. Boucher Main Street Children's Dentistry,1715 Cape Coral Pkwy W,Cape Coral,Florida,33914-6914,United States, (239) 542-3185, (239) 540-3883,http://www.mainstreetsmiles.com
Michael T. Cobbe,2707 Tampa Rd,Palm Harbor,Florida,34684-3312,United States, (727) 785-6521, (727) 785-6237,
Roy E. Paulson Jr.,102 N Kenwood St,Casper,Wyoming,82601-2724,United States, (307) 266-1997, (307) 237-4424,
John R. Leonard,821 Brittany Dr,Cheyenne,Wyoming,82009-1094,United States, (307) 514-5386,,
David A. Krise,80 Lander Mountain Rd,Lander,Wyoming,82520-9103,United States, (307) 349-9459, (307) 322-7464,
Denise R. Prugh,295 N Walsh Dr,Casper,Wyoming,82609-1911,United States, (307) 265-7878,,
Brianne E. Hills All Kids Dental,908 Nob Hill Rd Unit 300,Evergreen,Colorado,80439-7885,United States, (303) 670-5437,,http://www.allkidsjungle.com
